Company,Location,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
Bringg,Tel Aviv,Logistics,10,0.1,4/21/2020 0:00,"https://www.calcalistech.com/ctech/articles/0,7340,L-3809651,00.html",84,Series D,4/23/2020 22:11,Israel,Unknown
Klook,Hong Kong,Travel,300,0.15,4/20/2020 0:00,https://layoffs.fyi/2020/08/09/asian-travel-startup-klook-releases-talent-directory/,521,Series D,5/6/2020 3:43,Hong Kong,Unknown
ConsenSys,New York City,Crypto,91,0.14,4/20/2020 0:00,https://www.coindesk.com/new-layoffs-hit-ethereum-incubator-consensys,10,Unknown,4/21/2020 1:48,United States,Unknown
GumGum,Los Angeles,Marketing,90,0.25,4/20/2020 0:00,https://www.businessinsider.com/gumgum-lays-off-25-of-employees-citing-the-coronavirus-impact-2020-4,58,Series D,4/24/2020 7:13,United States,Unknown
Kueski,Guadalajara,Finance,90,0.3,4/20/2020 0:00,https://elceo.com/tecnologia/fintech-de-prestamos-en-linea-sufriran-estragos-por-el-covid-19/,38,Series B,4/21/2020 2:21,Mexico,Unknown
Movidesk,Blumenau,Support,33,0.25,4/20/2020 0:00,https://scinova.com.br/demissoes-a-conta-da-covid-19-bate-as-portas-de-empresas-de-tecnologia-em-santa-catarina/,1,Seed,4/27/2020 22:02,Brazil,Unknown
Zum,SF Bay Area,Transportation,28,,4/20/2020 0:00,https://layoffs.fyi/2020/04/23/kid-friendly-ride-service-zum-conducts-layoff/,71,Series C,4/23/2020 15:25,United States,Unknown
Komodo Health,SF Bay Area,Healthcare,23,0.09,4/20/2020 0:00,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,50,Series C,4/21/2020 1:53,United States,Unknown
Forward,SF Bay Area,Healthcare,10,0.03,4/20/2020 0:00,https://www.businessinsider.com/forward-primary-care-startup-layoffs-amid-coronavirus-pandemic-2020-4,100,Series C,4/21/2020 1:52,United States,Unknown
Hipcamp,SF Bay Area,Travel,,0.6,4/20/2020 0:00,https://techcrunch.com/2020/08/27/after-early-covid-layoffs-hipcamp-is-buying-competition-hiring/,40.5,Series B,8/27/2020 16:31,United States,Unknown
Motif Investing,SF Bay Area,Finance,,1,4/18/2020 0:00,https://www.thinkadvisor.com/2020/04/18/investing-platform-motif-to-shut-down/,126,Series E,5/3/2020 21:12,United States,Unknown
BlackBuck,Bengaluru,Logistics,200,,4/17/2020 0:00,https://www.cnbctv18.com/startup/coronavirus-effect-blackbuck-to-lay-off-over-200-employees-ecom-express-puts-hiring-on-hold-5704301.htm,293,Series D,4/19/2020 4:41,India,Unknown
ContaAzul,Joinville,Education,140,0.35,4/17/2020 0:00,https://www.contxto.com/en/brazil/startups-brazil-confirm-layoffs-covid-cause/,37,Series D,4/27/2020 21:59,Brazil,Unknown
Greenhouse Software,New York City,Recruiting,120,0.28,4/17/2020 0:00,https://layoffs.fyi/2020/04/20/greenhouse-lays-off-120-employees/,110,Series D,4/17/2020 16:31,United States,Unknown
QuintoAndar,Sao Paulo,Real Estate,88,0.08,4/17/2020 0:00,https://labs.ebanx.com/en/notes/brazilian-home-rentals-unicorn-quintoandar-lays-off-8-of-employees/,335,Series D,4/18/2020 13:37,Brazil,Unknown
Loft,Sao Paulo,Real Estate,47,0.1,4/17/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,quinto-andar-demite-cerca-de-8-do-time-por-conta-do-coronavirus,70003274741",263,Series C,4/18/2020 13:41,Brazil,Unknown
Zilingo,Singapore,Retail,44,0.05,4/17/2020 0:00,https://www.bloomberg.com/news/articles/2020-04-20/singapore-s-zilingo-cuts-jobs-after-putting-global-push-on-hold,307,Series D,4/19/2020 4:43,Singapore,Unknown
Labster,Copenhagen,Education,40,,4/17/2020 0:00,LinkedIn,34,Series B,4/27/2020 4:21,Denmark,Unknown
Sweetgreen,Los Angeles,Food,35,0.1,4/17/2020 0:00,https://dot.la/sweetgreen-layoffs-2645746821.html,478,Series I,4/17/2020 23:26,United States,Unknown
People.ai,SF Bay Area,Marketing,30,0.18,4/17/2020 0:00,https://techcrunch.com/2020/04/17/sales-startup-people-ai-lays-off-18-of-staff-raises-debt-round-amid-covid-19-uncertainty/,100,Series C,4/17/2020 21:18,United States,Unknown
Tor,Boston,Security,13,0.37,4/17/2020 0:00,https://blog.torproject.org/covid19-impact-tor,1,Unknown,4/18/2020 16:55,United States,Unknown
BitGo,SF Bay Area,Crypto,,0.12,4/17/2020 0:00,https://www.theblockcrypto.com/post/62276/crypto-bitgo-layoffs-reorganization,69,Series B,4/30/2020 15:40,United States,Unknown
Dispatch,Boston,Other,,0.38,4/17/2020 0:00,https://www.americaninno.com/boston/inno-news-boston/boston-startup-dispatch-announces-layoffs-amid-coronavirus-disruption/,18,Series A,4/19/2020 4:36,United States,Unknown
Food52,New York City,Food,,,4/17/2020 0:00,LinkedIn,96,Acquired,4/27/2020 4:24,United States,Unknown
Influitive,Toronto,Marketing,,,4/17/2020 0:00,LinkedIn,59,Unknown,4/27/2020 4:12,Canada,Unknown
CarGurus,Boston,Transportation,130,0.13,4/16/2020 0:00,https://layoffs.fyi/2020/05/04/cargurus-laid-off-130-employees/,1,IPO,4/16/2020 23:46,United States,Unknown
Funding Societies,Singapore,Finance,65,0.18,4/16/2020 0:00,https://www.techinasia.com/raising-40m-funding-societies-streamlines-business-pandemic,42,Series B,4/19/2020 5:16,Singapore,Unknown
CleverTap,Mumbai,Marketing,60,0.2,4/16/2020 0:00,https://inc42.com/buzz/startupsvscovid19-indian-startup-layoffs-pay-cut-tracker/,76,Series C,4/21/2020 15:07,India,Unknown
CrowdRiff,Toronto,Marketing,,,4/16/2020 0:00,LinkedIn,11,Series A,4/27/2020 4:11,Canada,Unknown
FullStory,Atlanta,Marketing,,,4/16/2020 0:00,LinkedIn,59,Series C,4/27/2020 4:14,United States,Unknown
Grailed,New York City,Retail,,,4/16/2020 0:00,https://layoffs.fyi/2020/04/24/mens-clothing-marketplace-grailed-conducted-a-layoff/,16,Series A,4/23/2020 16:26,United States,Unknown
LumenAd,Missoula,Marketing,,,4/16/2020 0:00,https://layoffs.fyi/list/lumenad/,,Unknown,5/3/2020 4:36,United States,Unknown
Purse,SF Bay Area,Crypto,,1,4/16/2020 0:00,https://www.coindesk.com/bitcoin-startup-purse-to-shut-down-after-6-year-run,1,Seed,4/16/2020 23:35,United States,Unknown
SquadVoice,Columbus,Real Estate,,,4/16/2020 0:00,https://layoffs.fyi/list/squadvoice/,2,Series A,5/3/2020 4:28,United States,Unknown
Opendoor,SF Bay Area,Real Estate,600,0.35,4/15/2020 0:00,https://layoffs.fyi/2020/04/16/opendoor-lays-off-600-people-amid-declining-real-estate-activity/,1500,Series E,4/15/2020 19:27,United States,Unknown
GoPro,SF Bay Area,Consumer,200,0.2,4/15/2020 0:00,https://techcrunch.com/2020/04/16/gopro-lays-off-200-employees-representing-20-of-the-company/,288,IPO,4/15/2020 23:42,United States,Unknown
Shop101,Mumbai,Retail,200,0.4,4/15/2020 0:00,https://inc42.com/buzz/exclusive-shop101-lays-off-200-employees-remaining-to-get-pay-cuts/,19,Series C,4/21/2020 6:10,India,Unknown
Zume,SF Bay Area,Food,200,0.67,4/15/2020 0:00,https://www.businessinsider.com/zume-employee-layoffs-softbank-robotics-startup-zoom-2020-4,423,Unknown,4/15/2020 20:52,United States,Unknown
Carta,SF Bay Area,Finance,161,0.16,4/15/2020 0:00,https://layoffs.fyi/2020/04/22/carta-laid-off-161-employees-citing-customer-slowdown/,447,Series E,4/15/2020 17:32,United States,Unknown
Akulaku,Jakarta,Finance,100,,4/15/2020 0:00,https://www.techinasia.com/indonesia-online-lenders-tighten-credit-cut-jobs,160,Series D,4/20/2020 15:15,Indonesia,Unknown
Parsable,SF Bay Area,HR,40,0.25,4/15/2020 0:00,Company executive,72,Series C,4/28/2020 17:43,United States,Unknown
Kodiak Robotics,SF Bay Area,Transportation,15,0.2,4/15/2020 0:00,https://www.freightwaves.com/news/kodiak-robotics-lays-of-20-of-its-staff,40,Series A,4/16/2020 22:41,United States,Unknown
Tulip Retail,Toronto,Retail,14,,4/15/2020 0:00,https://www.linkedin.com/posts/aliasaria_today-tulip-made-the-difficult-decision-to-activity-6656277826045571072-PEPm,51,Series B,4/16/2020 6:30,Canada,Unknown
Trove Recommerce,SF Bay Area,Retail,13,,4/15/2020 0:00,https://layoffs.fyi/2020/04/22/trove-recommerce-laid-off-13-employees/,34,Series C,4/22/2020 6:24,United States,Unknown
Dude Solutions,Raleigh,Other,,0.2,4/15/2020 0:00,https://www.linkedin.com/pulse/some-great-people-impacted-c19-ed-roshitsh/?trackingId=0DmzbwQ3O78ObTV3BiRT9w%3D%3D,100,Acquired,4/16/2020 14:26,United States,Unknown
SweetEscape,Jakarta,Consumer,,0.3,4/15/2020 0:00,https://dealstreetasia.com/stories/sweetescape-layoffs-184295/,7,Series A,4/20/2020 15:01,Indonesia,Unknown
View,SF Bay Area,Energy,,,4/15/2020 0:00,https://techcrunch.com/2020/04/15/view-the-dynamic-glass-company-that-raised-1-1-billion-from-softbank-in-2018-is-laying-people-off/,1800,Series H,4/16/2020 14:19,United States,Unknown
The RealReal,SF Bay Area,Retail,235,0.1,4/14/2020 0:00,https://techcrunch.com/2020/04/14/the-real-real-layoffs-furloughs/,358,IPO,4/15/2020 4:11,United States,Unknown
TouchBistro,Toronto,Food,131,0.23,4/14/2020 0:00,https://betakit.com/touchbistro-furloughs-131-employees-as-restaurants-hit-hard-by-covid-19-pandemic/,224,Series E,4/14/2020 21:58,Canada,Unknown
Envoy,SF Bay Area,HR,58,0.3,4/14/2020 0:00,https://www.forbes.com/sites/alexandrawilson1/2020/04/15/smart-office-startup-envoy-furloughs-and-lays-off-30-of-employees-cuts-salaries-of-others/#e0729a7b94cf,59,Series B,4/15/2020 23:16,United States,Unknown
VSCO,SF Bay Area,Consumer,45,0.35,4/14/2020 0:00,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,90,Series B,4/14/2020 22:26,United States,Unknown
Skillz,SF Bay Area,Consumer,21,,4/14/2020 0:00,https://fortune.com/2020/04/14/coronavirus-layoffs-startup-jobs-tech-industry-covid-19-jobs/,132,Series D,4/24/2020 4:25,United States,Unknown
DataStax,SF Bay Area,Data,15,,4/14/2020 0:00,https://www.businessinsider.com/967-million-datastax-april-layoffs-third-cuts-under-ceo-kapoor-2020-4,190,Series E,4/15/2020 23:55,United States,Unknown
Xerpa,Sao Paulo,HR,10,,4/14/2020 0:00,https://www.linkedin.com/posts/nreise_ex-xerpas-incr%C3%ADveis-e-dispon%C3%ADveis-covid-activity-6655927070826221568-kunx/,5,Unknown,4/14/2020 22:00,Brazil,Unknown
Aura Financial,SF Bay Area,Finance,,,4/14/2020 0:00,LinkedIn,584,Unknown,5/10/2020 14:04,United States,Unknown
RedDoorz,Singapore,Travel,,,4/14/2020 0:00,https://www.thejakartapost.com/news/2020/04/13/budget-cuts-furloughs-inevitable-for-start-ups-to-survive-pandemic-investors.html,134,Series C,4/28/2020 17:49,Singapore,Unknown
Groupon,Chicago,Retail,2800,0.44,4/13/2020 0:00,https://layoffs.fyi/2020/04/17/groupon-laid-off-or-furloughed-2800-employees/,1400,IPO,4/13/2020 21:14,United States,Unknown
Zoox,SF Bay Area,Transportation,100,0.1,4/13/2020 0:00,https://www.theinformation.com/briefings/b836b8,955,Series B,4/14/2020 4:07,United States,Unknown
Neon,Sao Paulo,Finance,70,0.1,4/13/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,neon-demite-funcionarios-e-eventbrite-fecha-operacoes-no-brasil,70003269607",120,Series B,4/14/2020 21:51,Brazil,Unknown
EasyPost,SF Bay Area,Logistics,50,0.25,4/13/2020 0:00,LinkedIn,12,Series A,4/14/2020 14:31,United States,Unknown
Clearbanc,Toronto,Finance,17,0.08,4/13/2020 0:00,https://techcrunch.com/2020/04/13/clearbanc-cuts-number-of-staff-to-navigate-long-term-economic-impact-of-covid-19/,119,Series B,4/13/2020 21:21,Canada,Unknown
Meow Wolf,Santa Fe,Media,201,,4/10/2020 0:00,https://www.sfreporter.com/news/2020/04/10/meow-wolf-cuts-significant-portion-of-staff/,185,Unknown,4/12/2020 5:45,United States,Unknown
Frontdesk,Milwaukee,Travel,35,0.16,4/10/2020 0:00,https://www.linkedin.com/posts/jessedepinto_today-was-one-of-the-hardest-days-weve-experienced-activity-6654491888835448832-rAdg/,3,Unknown,4/11/2020 4:59,United States,Unknown
BeeTech,Sao Paulo,Finance,30,,4/10/2020 0:00,https://valorinveste.globo.com/mercados/brasil-e-politica/noticia/2020/04/10/demisses-em-startups-j-somam-quase-mil-pessoas-no-brasil.ghtml,14,Series B,4/29/2020 21:56,Brazil,Unknown
Built In,Chicago,Recruiting,28,,4/10/2020 0:00,https://www.americaninno.com/chicago/roundups-chicago/chicago-layoffs-local-tech-companies-that-have-cut-staff-due-to-coronavirus/,29,Series C,5/14/2020 23:13,United States,Unknown
NuoDB,Boston,Data,20,0.29,4/10/2020 0:00,https://www.americaninno.com/boston/inno-news-boston/cambridge-database-startup-nuodb-lays-off-nearly-one-third-of-its-staff/,85,Unknown,4/11/2020 15:33,United States,Unknown
Rhumbix,SF Bay Area,Construction,16,0.27,4/10/2020 0:00,Company executive,35,Series B,4/13/2020 21:19,United States,Unknown
Atsu,Seattle,Infrastructure,6,1,4/10/2020 0:00,Company executive,1,Unknown,4/17/2020 17:55,United States,Unknown
Geekwire,Seattle,Media,5,0.31,4/10/2020 0:00,https://www.geekwire.com/2020/geekwire-reduces-staff-due-economic-impact-covid-19-pandemic/,,Unknown,4/12/2020 7:49,United States,Unknown
FloQast,Los Angeles,Finance,,,4/10/2020 0:00,LinkedIn,119,Series C,4/27/2020 4:05,United States,Unknown
Yelp,SF Bay Area,Consumer,1000,0.17,4/9/2020 0:00,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,56,IPO,4/9/2020 13:20,United States,Unknown
Monzo,Las Vegas,Finance,165,,4/9/2020 0:00,https://techcrunch.com/2020/04/09/monzo-to-shutter-las-vegas/,324,Series F,4/9/2020 21:56,United States,Unknown
OneTrust,Atlanta,Legal,150,0.1,4/9/2020 0:00,https://www.americaninno.com/atlanta/atlanta-startups/atlanta-privacy-unicorn-onetrust-announces-layoffs/,410,Series B,4/10/2020 4:43,United States,Unknown
Omie,Sao Paulo,Finance,136,0.31,4/9/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",26,Series B,4/9/2020 21:59,Brazil,Unknown
Domo,Salt Lake City,Data,90,0.1,4/9/2020 0:00,https://www.ksl.com/article/46740514/domo-forced-to-lay-off-10-of-workforce-due-to-economic-impact-caused-by-covid-19,689,IPO,4/11/2020 4:56,United States,Unknown
Matterport,SF Bay Area,Data,90,0.34,4/9/2020 0:00,https://layoffs.fyi/2020/04/24/matterport-laid-off-90-employees/,114,Series D,4/14/2020 22:16,United States,Unknown
Clinc,Ann Arbor,Support,40,0.32,4/9/2020 0:00,https://www.mlive.com/news/ann-arbor/2020/04/ann-arbor-ai-startup-clinc-lays-off-32-of-its-workers.html,59,Series B,4/2/2020 21:11,United States,Unknown
Mejuri,Toronto,Retail,36,0.15,4/9/2020 0:00,https://betakit.com/mejuri-lays-off-15-percent-of-staff-as-its-forced-to-close-all-retail-stores-due-to-pandemic/,28,Series B,4/10/2020 4:15,Canada,Unknown
Code42,Minneapolis,Data,25,0.05,4/9/2020 0:00,https://www.bizjournals.com/twincities/inno/stories/news/2020/04/09/cuts-at-code42-cybersecurity-company-eliminates-25.html,137.5,Series B,9/8/2020 17:47,United States,Unknown
Lighthouse Labs,Toronto,Education,14,0.07,4/9/2020 0:00,https://betakit.com/as-lighthouse-labs-faces-staff-cuts-extends-coding-scholarships-to-covid-19-jobless/,,Unknown,4/10/2020 4:17,Canada,Unknown
LoopMe,London,Marketing,8,0.04,4/9/2020 0:00,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,32,Unknown,4/10/2020 6:08,United Kingdom,Unknown
CipherTrace,SF Bay Area,Crypto,,,4/9/2020 0:00,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,18,Unknown,4/30/2020 16:17,United States,Unknown
Elliptic,London,Crypto,,0.3,4/9/2020 0:00,https://www.theblockcrypto.com/daily/61411/blockchain-analytics-chainalysis-elliptic-ciphertrace-coronavirus,40,Series B,4/30/2020 16:16,United Kingdom,Unknown
Zest AI,Los Angeles,Finance,,,4/9/2020 0:00,LinkedIn,217,Unknown,4/12/2020 23:56,United States,Unknown
Eventbrite,SF Bay Area,Consumer,500,0.45,4/8/2020 0:00,https://layoffs.fyi/2020/04/13/eventbrite-laid-off-500-employees/,332,IPO,4/8/2020 20:36,United States,Unknown
Meesho,Bengaluru,Retail,200,0.28,4/8/2020 0:00,https://entrackr.com/2020/04/exclusive-meesho-lays-off-over-200-employees-due-to-covid-19/,215,Series D,4/10/2020 4:54,India,Unknown
Scoop,SF Bay Area,Transportation,92,0.33,4/8/2020 0:00,https://layoffs.fyi/2020/04/10/scoop-announces-layoff/,95,Series C,4/9/2020 4:48,United States,Unknown
Unison,SF Bay Area,Finance,89,0.45,4/8/2020 0:00,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,40,Series B,4/4/2020 4:34,United States,Unknown
Lever,SF Bay Area,Recruiting,86,0.4,4/8/2020 0:00,https://layoffs.fyi/2020/04/13/lever-laid-off-109-employees/,72,Series C,4/9/2020 0:03,United States,Unknown
Unbabel,Lisbon,Support,80,0.35,4/8/2020 0:00,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,91,Series C,4/9/2020 21:39,Portugal,Unknown
Button,New York City,Marketing,48,0.35,4/8/2020 0:00,LinkedIn,64,Series C,4/10/2020 14:31,United States,Unknown
Eden / Managed By Q,New York City,Real Estate,40,0.4,4/8/2020 0:00,https://layoffs.fyi/2020/04/08/remainder-of-managed-by-q-team-furloughed-or-laid-off-by-eden/,40,Series B,4/8/2020 17:15,United States,Unknown
Quantcast,SF Bay Area,Marketing,30,0.05,4/8/2020 0:00,https://www.adexchanger.com/platforms/quantcast-lays-off-5-and-cuts-salaries-due-to-economic-impact-of-the-coronavirus/,65,Series C,4/8/2020 15:33,United States,Unknown
BVAccel,San Diego,Marketing,25,0.25,4/8/2020 0:00,https://www.businessinsider.com/bvaccel-cuts-employees-due-to-coronavirus-impact-on-dtc-brands-2020-4,,Unknown,4/12/2020 6:35,United States,Unknown
VideoAmp,Los Angeles,Marketing,21,0.1,4/8/2020 0:00,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,106,Series C,4/10/2020 4:28,United States,Unknown
Kenoby,Sao Paulo,Recruiting,18,0.16,4/8/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",23,Unknown,4/12/2020 6:37,Brazil,Unknown
Connected,Toronto,Product,17,0.1,4/8/2020 0:00,https://layoffs.fyi/2020/04/13/connected-laid-off-17-employees/,,Unknown,4/11/2020 6:09,Canada,Unknown
GetNinjas,Sao Paulo,Consumer,11,0.1,4/8/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",16,Series B,4/12/2020 6:41,Brazil,Unknown
Spyce,Boston,Food,4,0.12,4/8/2020 0:00,https://www.americaninno.com/boston/inno-news-boston/robotic-kitchen-spyce-lays-off-staff-amid-coronavirus-crisis/,26,Series A,4/8/2020 23:49,United States,Unknown
Creditas,Sao Paulo,Finance,,0.06,4/8/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,onda-de-demissoes-em-startups-atinge-getninjas-creditas-e-omie,70003263878",314,Series D,4/12/2020 6:39,Brazil,Unknown
Lytics,Portland,Marketing,,,4/8/2020 0:00,Internal memo,58,Series C,6/2/2020 3:58,United States,Unknown
RedDoorz,Singapore,Travel,,0.1,4/8/2020 0:00,https://www.techinasia.com/airy-cease-operations,134,Series C,5/10/2020 20:57,Singapore,Unknown
Slice Labs,New York City,Finance,,,4/8/2020 0:00,LinkedIn,35,Series A,4/12/2020 6:52,United States,Unknown
TechAdvance,Lagos,Finance,,,4/8/2020 0:00,https://twitter.com/pyjama_ceo/status/1247881029349543941,1,Unknown,5/15/2020 4:08,Nigeria,Unknown
Zola,New York City,Retail,,0.2,4/8/2020 0:00,https://www.fastcompany.com/90488160/as-covid-19-kills-wedding-plans-zola-cuts-salaries-and-lays-off-20-of-staff,140,Series D,4/8/2020 23:58,United States,Unknown
Toast,Boston,Food,1300,0.5,4/7/2020 0:00,https://layoffs.fyi/2020/04/10/toast-cuts-1300-employees/,902,Series F,4/7/2020 21:23,United States,Unknown
ezCater,Boston,Food,400,0.44,4/7/2020 0:00,https://www.axios.com/ezcater-corporate-catering-unicorn-lays-off-hundreds-084d76ff-45fc-4011-8121-e938924e3819.html,319,Series D,4/7/2020 22:55,United States,Unknown
Sage Therapeutics,Boston,Healthcare,340,0.53,4/7/2020 0:00, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438,IPO,4/8/2020 22:22,United States,Unknown
Redfin,Seattle,Real Estate,236,0.07,4/7/2020 0:00,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319,IPO,4/7/2020 21:49,United States,Unknown
Branch Metrics,SF Bay Area,Marketing,100,0.2,4/7/2020 0:00,https://news.crunchbase.com/news/branch-metrics-lays-off-20-percent-of-employees/,367,Series E,4/9/2020 21:50,United States,Unknown
Newfront Insurance,SF Bay Area,Finance,94,,4/7/2020 0:00,https://layoffs.fyi/2020/06/15/newfront-insurance-layoff-list-released/,,Unknown,4/8/2020 5:54,United States,Unknown
Ibotta,Denver,Retail,87,0.15,4/7/2020 0:00,https://businessden.com/2020/04/14/rebate-app-ibotta-cuts-15-percent-of-staff/,85,Series D,4/12/2020 6:44,United States,Unknown
Virta Health,SF Bay Area,Healthcare,65,,4/7/2020 0:00,https://www.statnews.com/2020/04/07/coronavirus-related-layoffs-hit-health-tech-startups/,175,Series C,4/7/2020 23:40,United States,Unknown
Away,New York City,Retail,60,0.1,4/7/2020 0:00,https://techcrunch.com/2020/04/07/away-the-high-flying-travel-brand-startup-just-furloughed-half-its-employees-and-laid-off-10/,181,Series D,4/7/2020 21:05,United States,Unknown
MediaMath,New York City,Marketing,53,0.08,4/7/2020 0:00,https://www.adexchanger.com/platforms/mediamath-cuts-8-of-staff-citing-coronavirus/,607,Private Equity,4/8/2020 4:37,United States,Unknown
Group Nine Media,New York City,Media,50,0.07,4/7/2020 0:00,https://www.axios.com/group-nine-media-layoffs-76644172-c473-42aa-b9a3-3a7e60b1baed.html,190,Unknown,4/7/2020 23:38,United States,Unknown
Payfactors,Boston,HR,46,,4/7/2020 0:00,LinkedIn,,Unknown,4/9/2020 5:03,United States,Unknown
Nav,Salt Lake City,Finance,30,,4/7/2020 0:00,https://layoffs.fyi/2020/04/20/nav-laid-off-30-employees/,99,Series C,4/19/2020 18:10,United States,Unknown
AskNicely,Portland,Support,,,4/7/2020 0:00,LinkedIn,15,Series A,4/9/2020 5:26,United States,Unknown
RainFocus,Salt Lake City,Marketing,,,4/7/2020 0:00,LinkedIn,41,Private Equity,4/9/2020 5:35,United States,Unknown
Metromile,SF Bay Area,Finance,100,0.33,4/6/2020 0:00,https://layoffs.fyi/2020/04/08/metromile-laid-off-100-employees/,293,Series E,4/7/2020 4:50,United States,Unknown
Rock Content,Belo Horizonte,Marketing,100,0.2,4/6/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",0.7,Series A,4/6/2020 21:18,Brazil,Unknown
BounceX,New York City,Marketing,77,0.2,4/6/2020 0:00,https://www.adweek.com/programmatic/multiple-ad-tech-companies-suffer-layoffs-as-unemployment-spikes/,75,Series B,4/6/2020 23:03,United States,Unknown
C6 Bank,Sao Paulo,Finance,60,0.06,4/6/2020 0:00,"https://link.estadao.com.br/noticias/inovacao,startups-brasileiras-fazem-demissoes-por-conta-do-coronavirus,70003262126",,Unknown,4/6/2020 21:17,Brazil,Unknown
Wordstream,Boston,Marketing,26,0.1,4/6/2020 0:00,https://www.linkedin.com/posts/hkogan_earlier-this-week-our-executive-team-made-activity-6654464027185475585-tEV3,28,Acquired,4/9/2020 5:31,United States,Unknown
Cogito,Boston,Support,24,0.14,4/6/2020 0:00,https://www.americaninno.com/boston/inno-news-boston/more-coronavirus-layoffs-emotional-ai-startup-cogito-makes-cuts/,92,Series C,4/6/2020 22:01,United States,Unknown
BusBud,Montreal,Transportation,23,0.32,4/6/2020 0:00,https://www.journaldemontreal.com/2020/04/06/busbud-licencie-le-tiers-de-ses-employes,21,Series B,4/28/2020 3:56,Canada,Unknown
Borrowell,Toronto,Finance,15,0.2,4/6/2020 0:00,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,72,Series B,4/6/2020 23:55,Canada,Unknown
PerkSpot,Chicago,HR,10,0.1,4/6/2020 0:00,https://www.americaninno.com/chicago/inno-news-chicago/layoffs-at-hr-tech-company-perkspot-amid-covid-19/,50,Private Equity,4/10/2020 4:44,United States,Unknown
Bitfarms,Quebec,Crypto,,,4/6/2020 0:00,https://coingeek.com/job-losses-loom-at-bitfarms-due-to-coronavirus/,25,IPO,4/8/2020 23:53,Canada,Unknown
Hopper,Boston,Travel,,,4/6/2020 0:00,https://www.americaninno.com/boston/inno-news-boston/travel-booking-app-hopper-announces-layoffs-amid-coronavirus-crisis/,183,Series D,4/6/2020 22:05,United States,Unknown
Mapbox,Washington D.C.,Data,,,4/6/2020 0:00,LinkedIn,227,Series C,5/10/2020 6:05,United States,Unknown
Astra,SF Bay Area,Aerospace,40,0.25,4/5/2020 0:00,https://www.cnbc.com/2020/04/05/rocket-startup-astra-trims-staff-to-survive-pandemic-until-next-year.html,100,Unknown,4/5/2020 17:55,United States,Unknown
Iflix,Kuala Lumpur,Consumer,50,0.12,4/4/2020 0:00,https://technode.global/2020/04/07/iflix-job-cuts-coronavirus/,348,Unknown,6/11/2020 23:20,Malaysia,Unknown
Gympass,Sao Paulo,Fitness,467,0.33,4/3/2020 0:00,https://forbes.com.br/negocios/2020/04/exclusivo-gympass-desliga-um-terco-dos-colaboradores/,300,Series D,4/5/2020 21:25,Brazil,Unknown
Sojern,SF Bay Area,Marketing,300,0.5,4/3/2020 0:00,https://www.adweek.com/programmatic/sojern-lays-off-50-of-staff-as-coronavirus-cuts-through-the-travel-industry/,162,Series D,4/3/2020 22:12,United States,Unknown
MaxMilhas,Belo Horizonte,Travel,167,0.42,4/3/2020 0:00,https://revistapegn.globo.com/Startups/noticia/2020/04/por-novo-coronavirus-startups-gympass-e-maxmilhas-cortam-equipes.html,,Unknown,4/6/2020 5:08,Brazil,Unknown
Minted,SF Bay Area,Retail,147,0.37,4/3/2020 0:00,https://www.theinformation.com/briefings/d4f745,297,Series E,4/5/2020 17:53,United States,Unknown
Velodyne Lidar,SF Bay Area,Transportation,140,,4/3/2020 0:00,https://www.bloomberg.com/news/articles/2020-04-04/silicon-valley-startup-firings-over-virus-face-early-court-test,225,Unknown,4/5/2020 4:34,United States,Unknown
